lsNr;Betreiber;Straße;Hausnummer;Adresszusatz;Postleitzahl;Ort;Bundesland;Kreis/kreisfreie Stadt;Breitengrad;Längengrad;Inbetriebnahmedatum;Anschlussleistung;Normalladeeinrichtung;Anzahl Ladepunkte;Steckertypen1;P1 [kW];Public Key1;Steckertypen2;P2 [kW];Public Key2;Steckertypen3;P3 [kW];Public Key3;Steckertypen4;P4 [kW];Public Key4
691;Aral Pulse;Fackenburger Allee;20;;23554;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.87057496;10.66981137;2021-04-14;300;Schnellladeeinrichtung;2;DC Kupplung Combo, DC CHAdeMO;300;;DC Kupplung Combo;300;;;;;;;
692;Aral Pulse;Fackenburger Allee;20;;23554;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.87057496;10.66981137;2021-04-14;300;Schnellladeeinrichtung;2;DC Kupplung Combo, DC CHAdeMO;300;;DC Kupplung Combo;300;;;;;;;
693;ORLEN Deutschland GmbH;Bei der Lohmühle;54;;23554;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.8784993;10.6700796;2019-08-05;122;Schnellladeeinrichtung;2;AC Steckdose Typ 2;22;;DC Kupplung Combo, DC CHAdeMO;50;;;;;;;
694;Stadtwerke Lübeck GmbH;Hüxterdamm;3;City Parkhaus Hüxstraße;23552;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.864929;10.69402;2021-01-13;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
695;Stadtwerke Lübeck GmbH;Geniner Straße;80;Kundenparkplatz Stadtwerke Lübeck;23560;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.849043;10.674533;2020-09-01;3.7;Normalladeeinrichtung;1;AC Steckdose Typ 2;3.7;;;;;;;;;;
696;Stadtwerke Lübeck GmbH;Hüxterdamm;3;City Parkhaus Hüxstraße;23552;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.864929;10.6940195;2021-01-13;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
697;Stadtwerke Lübeck GmbH;Hüxterdamm;3;City Parkhaus Hüxstraße;23552;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.864929;10.69402;2021-01-15;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
698;Stadtwerke Lübeck GmbH;Hüxterdamm;3;City Parkhaus Hüxstraße;23552;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.864929;10.69402;2021-01-15;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
699;Stadtwerke Lübeck GmbH;Godewind;5;;23570;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;50.966186;10.875166;2020-09-08;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
700;Stadtwerke Lübeck GmbH;Kanalstraße;1;;23552;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.873147;10.693202;2016-09-30;80;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
701;Stadtwerke Lübeck GmbH;Musterbahn;19;;23552;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.860044;10.685351;2016-08-29;80;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
702;Stadtwerke Lübeck GmbH;Trelleborgallee;2a;;23570;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.959935;10.87721;2016-09-01;80;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
703;Stadtwerke Lübeck GmbH;Willy-Brandt-Allee;9;;23554;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.86959;10.677125;2016-08-24;80;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
704;Stadtwerke Lübeck GmbH;Konrad-Adenauer-Str.;0;;23558;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.868244;10.674115;2016-09-01;80;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
705;Stadtwerke Lübeck GmbH;Schlutuper Straße;16;;23566;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.864506;10.721079;2016-12-20;80;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
706;Stadtwerke Lübeck GmbH;Beckergrube;33;;23552;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.8696089;10.68481;2017-03-29;44;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
707;Stadtwerke Lübeck GmbH;Mühlenstraße;37;;23552;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.8632242;10.68696194;2017-03-29;44;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
708;Stadtwerke Lübeck GmbH;Am Burgfeld;5;;23568;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.87735;10.69586;2017-03-29;44;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
709;Stadtwerke Lübeck GmbH;Kruppstraße;4;;23560;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.843884;10.665327;2021-12-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
710;Shell Deutschland GmbH;Padelügger Weg;41;;23556;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.856271;10.63592;2022-03-30;360;Schnellladeeinrichtung;2;DC Kupplung Combo;180;;DC Kupplung Combo;180;;;;;;;
711;Shell Deutschland GmbH;Padelügger Weg;41;;23556;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.856271;10.63592;2022-03-30;360;Schnellladeeinrichtung;2;DC Kupplung Combo;180;;DC Kupplung Combo;180;;;;;;;
712;Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld;Fackenburger Allee;66;;23554;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.874519;10.666082;2019-09-16;22;Normalladeeinrichtung;2;AC Kupplung Typ 2;22;;AC Kupplung Typ 2;22;;;;;;;
713;Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld;Fackenburger Allee;66;;23554;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.874565;10.666041;2019-09-16;22;Normalladeeinrichtung;2;AC Kupplung Typ 2;22;;AC Kupplung Typ 2;22;;;;;;;
714;Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld;Fackenburger Allee;66;;23554;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.874588;10.666055;2019-09-16;22;Normalladeeinrichtung;2;AC Kupplung Typ 2;22;;AC Kupplung Typ 2;22;;;;;;;
715;Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld;Fackenburger Allee;66;;23554;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.874508;10.666127;2019-12-30;22;Normalladeeinrichtung;2;AC Kupplung Typ 2;22;;AC Kupplung Typ 2;22;;;;;;;
716;Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld;Fackenburger Allee;66;;23554;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.874454;10.666127;2019-12-30;22;Normalladeeinrichtung;2;AC Kupplung Typ 2;22;;AC Kupplung Typ 2;22;;;;;;;
717;Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld;Fackenburger Allee;66;;23554;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.875015;10.666428;2020-04-27;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
718;Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld;Fackenburger Allee;66;;23554;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.875186;10.664783;2021-05-01;22;Normalladeeinrichtung;2;AC Kupplung Typ 2;11;;AC Kupplung Typ 2;11;;;;;;;
719;Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld;Fackenburger Allee;66;;23554;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.875186;10.664783;2021-05-01;22;Normalladeeinrichtung;2;AC Kupplung Typ 2;11;;AC Kupplung Typ 2;11;;;;;;;
720;Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld;Fackenburger Allee;66;;23554;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.875186;10.664783;2021-05-01;22;Normalladeeinrichtung;2;AC Kupplung Typ 2;11;;AC Kupplung Typ 2;11;;;;;;;
721;Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld;Fackenburger Allee;66;;23554;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.875186;10.664783;2021-05-01;22;Normalladeeinrichtung;2;AC Kupplung Typ 2;11;;AC Kupplung Typ 2;11;;;;;;;
722;Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld;Fackenburger Allee;66;;23554;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.875186;10.664783;2021-05-01;22;Normalladeeinrichtung;2;AC Kupplung Typ 2;11;;AC Kupplung Typ 2;11;;;;;;;
723;Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld;Fackenburger Allee;66;;23554;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.875186;10.664783;2021-05-01;22;Normalladeeinrichtung;2;AC Kupplung Typ 2;11;;AC Kupplung Typ 2;11;;;;;;;
724;Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld;Fackenburger Allee;66;;23554;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.875186;10.664783;2022-04-01;22;Normalladeeinrichtung;2;AC Kupplung Typ 2;11;;AC Kupplung Typ 2;11;;;;;;;
725;Autohaus Evers GmbH & Co. KG;b. d. Lohmühle;6;Direkt vor dem Ausstellungsraum des Autohauses.Fußläufig 15 min von der Altstadt entfernt.;23554;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.876244;10.666962;2022-03-04;39.6;Normalladeeinrichtung;2;DC Kupplung Combo;22;;AC Steckdose Typ 2;11;;;;;;;
726;Stadtwerke Heide GmbH;Nordbahnhofstraße;7;;25774;Lunden;Schleswig-Holstein;Kreis Dithmarschen;54.331918;9.025721;2018-09-11;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
727;Heinrich Berg e.K.;Oldenburger Str.;29;;24321;Lütjenburg;Schleswig-Holstein;Kreis Plön;54.291197;10.597632;2021-05-27;39.6;Normalladeeinrichtung;2;DC Kupplung Combo;22;;AC Steckdose Typ 2;11;;;;;;;
728;Privatperson;Schmiedeberg;5b;;25585;Lütjenwestedt;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.13857;9.48513;2021-01-01;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
729;Stadtwerke Eutin GmbH;Bahnhofstraße;0;;23714;Malente;Schleswig-Holstein;Kreis Ostholstein;54.172298;10.556858;2018-10-30;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
730;Eskildsen GmbH & CO KG;Feldstraße;33;;25709;Marne;Schleswig-Holstein;Kreis Dithmarschen;53.955877;9.014502;2021-07-19;39.6;Normalladeeinrichtung;2;DC Kupplung Combo;22;;AC Steckdose Typ 2;11;;;;;;;
731;Eskildsen GmbH & CO KG;Feldstraße;33;Öffnungszeiten Montags - Freitags   8.00 Uhr - 18.00 UhrSamstag 8.00 Uhr - 12.00 Uhr;25709;Marne;Schleswig-Holstein;Kreis Dithmarschen;53.955697;9.01448;2022-03-21;39.6;Normalladeeinrichtung;2;DC Kupplung Combo;22;;AC Steckdose Typ 2;11;;;;;;;
732;Stadtwerke Brunsbüttel GmbH;Süderstraße;40;;25709;Marne;Schleswig-Holstein;Kreis Dithmarschen;53.94995454;9.01342677;2017-01-23;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
733;Stadtwerke Heide GmbH;Nordermarkt;5;;25704;Meldorf;Schleswig-Holstein;Kreis Dithmarschen;54.090903;9.072199;2017-02-02;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
734;Lidl Dienstleistung GmbH & Co. KG;Altentreptower Str.;2;;25704;Meldorf;Schleswig-Holstein;Kreis Dithmarschen;54.05459;9.03555;2020-05-11;92;Schnellladeeinrichtung;3;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;AC Kupplung Typ 2, DC CHAdeMO;50;;DC Kupplung Combo;50;;;;
735;E.ON Drive GmbH;Jungferstieg;13;;25704;Meldorf;Schleswig-Holstein;Kreis Dithmarschen;54.09002;9.06916;2018-02-22;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
736;E.ON Drive GmbH;Altentreptower Straße;6;;25704;Meldorf;Schleswig-Holstein;Kreis Dithmarschen;54.098052;9.064756;2018-02-22;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
737;E.ON Drive GmbH;Jungfernstieg;13;;25704;Meldorf;Schleswig-Holstein;Kreis Dithmarschen;54.09002;9.06916;2018-09-10;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
738;Stadtwerke Husum GmbH;Hauptstraße;13;;25866;Mildstedt;Schleswig-Holstein;Kreis Nordfriesland;54.461569;9.09535;2019-03-06;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
739;GP JOULE Connect GmbH;Dithmarscher Weg;9;;25866;Mildstedt;Schleswig-Holstein;Kreis Nordfriesland;54.463161;9.456235;2020-06-24;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;3 0593 0130 6072 A864 8CE3 D020 1060 82A8 648C E3D0 3010 7034 2000 44C6 F99F B913 A878 326C 4B04 7F11 1BB0 EC28 1FCF 2C54 CC6F ED98 B94D 31E0 E817 D5CC 1AA9 8C5C 8562 3CBA CABB 18C3 D9CC D49D 3C41 64F3 6DFE 5654 CD84 F69D EE96 F;;;3 0593 0130 6072 A864 8CE3 D020 1060 82A8 648C E3D0 3010 7034 2000 4F99 0703 31C1 DB0D B0C1 96FE 509F CEBD AE4C 90AA 0BC4 E935 F726 6D14 012A A2CC 2A3E BCB3 EFF2 90C0 F064 C759 C2AF 5389 196C 713C 8DB3 5C91 BCE1 1336 CA59 5631 1;;;;;;
740;Eider-Treene-Sorge GmbH;Schulweg;19;;25866;Mildstedt;Schleswig-Holstein;Kreis Nordfriesland;54.46323;9.09724;2016-07-07;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
741;E.ON Drive GmbH;Flensburger Str.;29;;24986;Mittelangeln (Satrup);Schleswig-Holstein;Kreis Schleswig-Flensburg;54.69372;9.59641;2017-09-28;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
742;Stadtwerke Kiel AG;Hamburger Chaussee;2;;24113;Molfsee;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.259465;10.062045;2020-04-15;44;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
743;Stadtwerke Kiel AG;Hamburger Landstr.;99;;24113;Molfsee;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.275134;10.076205;2020-06-10;44;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
744;Vereinigte Stadtwerke GmbH;Bergstraße;12;;23879;Möllb;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.627303;10.689797;2016-03-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
745;Vereinigte Stadtwerke GmbH;Waldhallenweg;11;;23879;Mölln;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.621997;10.705946;2017-12-11;44;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2;22;;;;;;;
746;Vereinigte Stadtwerke GmbH;Brauerstraße;8;;23879;Mölln;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.623657;10.684742;2020-09-18;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
747;Vereinigte Stadtwerke GmbH;Sitzkrüger Moor;2a;;23879;Mölln;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.64054;10.695074;2020-10-23;150;Schnellladeeinrichtung;2;AC Steckdose Typ 2;22;;DC Kupplung Combo, DC CHAdeMO;150;;;;;;;
748;Vereinigte Stadtwerke GmbH;Hindenburgstraße;13-15;;23879;Mölln;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.623572;10.695421;2020-12-17;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
749;Vereinigte Stadtwerke GmbH;Hauptstraße;150;;23879;Mölln;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.630526;10.693503;2021-04-29;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;11;;AC Steckdose Typ 2;11;;;;;;;
750;Vereinigte Stadtwerke GmbH;Gudower Weg;9;;23879;Mölln;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.624957;10.688735;2022-06-20;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
751;EnBW mobility+ AG und Co.KG;Grambeker Weg;11;;23879;Mölln;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.622641;10.682439;2019-12-03;98;Schnellladeeinrichtung;2;AC Kupplung Typ 2;43;;DC Kupplung Combo, DC CHAdeMO;50;;;;;;;
752;Ing.W. Riemer GmbH & CO KG;Alt-Möllner-Str.;14-18;;23879;Mölln;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.6241;10.679586;2015-07-24;50;Schnellladeeinrichtung;1;AC Kupplung Typ 2, DC Kupplung Combo, DC CHAdeMO, AC CEE 5 polig;50;;;;;;;;;;
753;EDEKA Süllau;Grambeker Weg;45;;23879;Mölln;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.613174;10.678305;2018-09-04;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
754;E.ON Drive GmbH;Wedeler Chaussee;43D;;25436;Moorrege;Schleswig-Holstein;Kreis Pinneberg;53.671263;9.674622;2019-05-27;72;Schnellladeeinrichtung;2;AC Kupplung Typ 2;22;;DC Kupplung Combo, DC CHAdeMO;50;;;;;;;
755;HanseWerk Charging Station;Mühlenstrasse;15;;23866;Nahe;Schleswig-Holstein;Kreis Segeberg;53.79441;10.13658;2016-03-14;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
756;Strom von Föhr Vertriebs-GmbH;Postwai;3;;25946;Nebel;Schleswig-Holstein;Kreis Nordfriesland;54.65186;8.35229;2019-07-31;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
757;Strom von Föhr Vertriebs-GmbH;Waasterstigh;36c;;25946;Nebel;Schleswig-Holstein;Kreis Nordfriesland;54.69213;8.35377;2019-07-31;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
758;Mer Germany GmbH;Altonaer Straße;111;1462;24539;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.061702;9.9838589;2022-03-21;50;Schnellladeeinrichtung;2;DC Kupplung Combo;50;;AC Steckdose Typ 2;22;;;;;;;
759;SWN Stadtwerke Neumünster GmbH;Kuhberg;35-37;;24534;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.074616;9.983625;2016-04-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
760;SWN Stadtwerke Neumünster GmbH;Bismarckstraße;51;;24534;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.082004;9.988571;2016-06-01;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
761;SWN Stadtwerke Neumünster GmbH;Hansaring;177;;24534;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.081393;9.960912;2016-04-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
762;SWN Stadtwerke Neumünster GmbH;Freesenburg;8;;24537;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.070967;9.93807;2016-09-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
763;SWN Stadtwerke Neumünster GmbH;Freesenburg;8;;24537;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.070967;9.93807;2016-09-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
764;SWN Stadtwerke Neumünster GmbH;Gänsemarkt;1;;24534;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.073785;9.981953;2017-04-27;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
765;SWN Stadtwerke Neumünster GmbH;Gänsemarkt;1;;24534;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.07382;9.981974;2017-04-27;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
766;Lidl Dienstleistung GmbH & Co. KG;Fehrmanstr.;13;;24539;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.0605;9.9718;2019-09-25;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;1B6494A9035B55D6284266D7441BE4C89FCFCAC2BEE908FE4F27D90A55F0E98E0E075C4598D66C0C029D3D82851C8E9F;AC Steckdose Typ 2;22;2AB16FDC0C66CA67B30213D86F49B89B2E12353619447EA99C6D77EB155FA6F73D2EDFD6618B21A0375A6B7A089DB9FF;;;;;;
767;E.ON Drive GmbH;Bismarckstraße;67;;24534;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.08185;9.99072;2018-02-08;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
768;E.ON Drive GmbH;Hansaring;122;;24534;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.076166;9.966797;2019-06-18;72;Schnellladeeinrichtung;2;AC Kupplung Typ 2;22;;DC Kupplung Combo, DC CHAdeMO;50;;;;;;;
769;E.ON Drive GmbH;Aalbek West an  der A7;0;;24537;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.092897;9.93064;2017-07-31;93;Schnellladeeinrichtung;2;AC Kupplung Typ 2;43;;DC Kupplung Combo, DC CHAdeMO;50;;;;;;;
770;E.ON Drive GmbH;Aalbek West an der A19;0;;24540;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.092897;9.93064;2017-07-31;93;Schnellladeeinrichtung;2;AC Kupplung Typ 2;43;;DC Kupplung Combo, DC CHAdeMO;50;;;;;;;
771;E.ON Drive GmbH;Raststätte Aalbek West - Prehnsfelder Weg;0;;24537;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.092742;9.929655;2020-04-16;350;Schnellladeeinrichtung;1;DC Kupplung Combo, DC CHAdeMO;350;;;;;;;;;;
772;E.ON Drive GmbH;Raststätte Aalbek West - Prehnsfelder Weg;0;;24537;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.092742;9.929655;2020-04-16;350;Schnellladeeinrichtung;1;DC Kupplung Combo, DC CHAdeMO;350;;;;;;;;;;
773;E.ON Drive GmbH;Wasbeker Straße;330;;24537;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.070877;9.94127;2020-08-10;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
774;E.ON Drive GmbH;Wasbeker Straße;330;;24537;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.070877;9.94127;2020-08-10;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
775;E.ON Drive GmbH;Wasbeker Straße;330;;24537;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.070877;9.94127;2020-08-10;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
776;IONITY GmbH;Aalbek West;0;;24537;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.092897;9.93064;2019-01-12;350;Schnellladeeinrichtung;1;DC Kupplung Combo;350;;;;;;;;;;
777;IONITY GmbH;Aalbek West;0;;24537;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.092897;9.93064;2019-01-12;350;Schnellladeeinrichtung;1;DC Kupplung Combo;350;;;;;;;;;;
778;IONITY GmbH;Aalbek West;0;;24537;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.092897;9.93064;2019-01-12;350;Schnellladeeinrichtung;1;DC Kupplung Combo;350;;;;;;;;;;
779;IONITY GmbH;Aalbek West;0;;24537;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.092897;9.93064;2019-01-12;350;Schnellladeeinrichtung;1;DC Kupplung Combo;350;;;;;;;;;;
780;Hotel Prisma Betriebs-und Management GmbH;Max-Johannsen Brücke;1;;24537;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.090015;9.980155;2022-05-25;44;Normalladeeinrichtung;2;AC Kupplung Typ 2;22;;AC Kupplung Typ 2;22;;;;;;;
781;Hotel Prisma Betriebs-und Management GmbH;Max-Johannsen Brücke;1;;24537;Neumünster;Schleswig-Holstein;Kreisfreie Stadt Neumünster;54.090015;9.980155;2022-05-25;44;Normalladeeinrichtung;2;AC Kupplung Typ 2;22;;AC Kupplung Typ 2;22;;;;;;;
782;GP JOULE Connect GmbH;Eutiner Str.;73;;23730;Neustadt;Schleswig-Holstein;Kreis Ostholstein;54.098969;10.792578;2019-07-24;50;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
